source: ,"Table 32-10-0358-01  Area, production and farm value of potatoes",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,"Area, production and farm value of potatoes",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1961,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,5824,,,,0
1962,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,287300,,,,0
1962,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,163.2,,,,1
1962,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,46878,,,,0
1962,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,1.58,,,,2
1962,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,70223,,,,0
1962,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,39000,,,,0
1962,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,191.3,,,,1
1962,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,7462,,,,0
1962,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,1.43,,,,2
1962,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,9217,,,,0
1962,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,6400,,,,0
1962,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,137,,,,1
1962,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,877,,,,0
1962,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,2,,,,2
1962,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,1754,,,,0
1962,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,50000,,,,0
1962,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,213.8,,,,1
1962,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,10690,,,,0
1962,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,1.25,,,,2
1962,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,11632,,,,0
1962,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,74000,,,,0
1962,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,134.2,,,,1
1962,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,9931,,,,0
1962,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,1.52,,,,2
1962,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,15095,,,,0
1962,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,49900,,,,0
1962,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,192,,,,1
1962,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,9581,,,,0
1962,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,1.9,,,,2
1962,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,18204,,,,0
1962,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,23000,,,,0
1962,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,114,,,,1
1962,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,2622,,,,0
1962,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,1.14,,,,2
1962,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,2989,,,,0
1962,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,12200,,,,0
1962,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,75,,,,1
1962,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,915,,,,0
1962,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,1.5,,,,2
1962,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,1372,,,,0
1962,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,22000,,,,0
1962,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,127.3,,,,1
1962,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2800,,,,0
1962,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,1.8,,,,2
1962,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,5040,,,,0
1962,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,10800,,,,0
1962,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,185.2,,,,1
1962,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,2000,,,,0
1962,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,2.46,,,,2
1962,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,4920,,,,0
1963,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,286100,,,,0
1963,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,161,,,,1
1963,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,46061,,,,0
1963,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,1.74,,,,2
1963,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,74913,,,,0
1963,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,41000,,,,0
1963,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,202.4,,,,1
1963,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,8300,,,,0
1963,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,1.5,,,,2
1963,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,10731,,,,0
1963,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,6200,,,,0
1963,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,145,,,,1
1963,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,899,,,,0
1963,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,1.8,,,,2
1963,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,1618,,,,0
1963,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,53000,,,,0
1963,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,204.3,,,,1
1963,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,10828,,,,0
1963,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,1.4,,,,2
1963,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,12646,,,,0
1963,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,72600,,,,0
1963,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,123,,,,1
1963,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,8930,,,,0
1963,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,1.85,,,,2
1963,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,16520,,,,0
1963,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,51000,,,,0
1963,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,192,,,,1
1963,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,9792,,,,0
1963,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,2,,,,2
1963,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,19584,,,,0
1963,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,19800,,,,0
1963,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,105,,,,1
1963,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,2079,,,,0
1963,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,1.33,,,,2
1963,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,2765,,,,0
1963,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,11700,,,,0
1963,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,86.6,,,,1
1963,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,1013,,,,0
1963,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,1.85,,,,2
1963,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,1874,,,,0
1963,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,21500,,,,0
1963,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,116.3,,,,1
1963,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2500,,,,0
1963,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,1.95,,,,2
1963,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,4875,,,,0
1963,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,9300,,,,0
1963,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,184.9,,,,1
1963,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,1720,,,,0
1963,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,2.5,,,,2
1963,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,4300,,,,0
1964,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,277300,,,,0
1964,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,170.7,,,,1
1964,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,47333,,,,0
1964,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,2.89,,,,2
1964,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,128930,,,,0
1964,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,40000,,,,0
1964,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,209.3,,,,1
1964,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,8372,,,,0
1964,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,2.9,,,,2
1964,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,21210,,,,0
1964,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,5800,,,,0
1964,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,146.2,,,,1
1964,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,848,,,,0
1964,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,2.85,,,,2
1964,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,2417,,,,0
1964,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,54000,,,,0
1964,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,215,,,,1
1964,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,11610,,,,0
1964,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,2.85,,,,2
1964,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,28315,,,,0
1964,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,67000,,,,0
1964,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,135,,,,1
1964,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,9045,,,,0
1964,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,2.5,,,,2
1964,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,22612,,,,0
1964,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,51000,,,,0
1964,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,198,,,,1
1964,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,10098,,,,0
1964,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,2.7,,,,2
1964,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,27265,,,,0
1964,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,20800,,,,0
1964,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,120,,,,1
1964,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,2496,,,,0
1964,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,3,,,,2
1964,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,7488,,,,0
1964,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,8200,,,,0
1964,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,78,,,,1
1964,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,640,,,,0
1964,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,3.7,,,,2
1964,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,2368,,,,0
1964,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,21100,,,,0
1964,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,115.1,,,,1
1964,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2429,,,,0
1964,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,4,,,,2
1964,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,9716,,,,0
1964,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,9400,,,,0
1964,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,191,,,,1
1964,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,1795,,,,0
1964,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,4.2,,,,2
1964,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,7539,,,,0
1965,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,295400,,,,0
1965,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,155,,,,1
1965,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,45786,,,,0
1965,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,2.61,,,,2
1965,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,112102,,,,0
1965,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,44000,,,,0
1965,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,166.8,,,,1
1965,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,7341,,,,0
1965,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,2.55,,,,2
1965,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,16433,,,,0
1965,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,5800,,,,0
1965,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,122.6,,,,1
1965,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,711,,,,0
1965,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,2.83,,,,2
1965,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,2012,,,,0
1965,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,57000,,,,0
1965,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,197.9,,,,1
1965,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,11280,,,,0
1965,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,2.2,,,,2
1965,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,20715,,,,0
1965,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,72300,,,,0
1965,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,114,,,,1
1965,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,8242,,,,0
1965,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,2.46,,,,2
1965,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,20275,,,,0
1965,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,52000,,,,0
1965,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,189,,,,1
1965,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,9828,,,,0
1965,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,2.85,,,,2
1965,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,28010,,,,0
1965,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,22400,,,,0
1965,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,117,,,,1
1965,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,2621,,,,0
1965,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,2.7,,,,2
1965,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,7077,,,,0
1965,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,8400,,,,0
1965,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,78.9,,,,1
1965,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,663,,,,0
1965,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,2.85,,,,2
1965,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,1890,,,,0
1965,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,23000,,,,0
1965,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,130.4,,,,1
1965,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,3000,,,,0
1965,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,2.85,,,,2
1965,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,8550,,,,0
1965,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,10500,,,,0
1965,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,200,,,,1
1965,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,2100,,,,0
1965,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,3.4,,,,2
1965,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,7140,,,,0
1966,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,318900,,,,0
1966,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,171.5,,,,1
1966,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,54679,,,,0
1966,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,1.52,,,,2
1966,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,78514,,,,0
1966,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,52100,,,,0
1966,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,206.8,,,,1
1966,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,10776,,,,0
1966,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,1.09,,,,2
1966,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,10187,,,,0
1966,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,6200,,,,0
1966,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,156.9,,,,1
1966,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,973,,,,0
1966,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,1.65,,,,2
1966,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,1605,,,,0
1966,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,64900,,,,0
1966,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,222.7,,,,1
1966,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,14450,,,,0
1966,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,1.05,,,,2
1966,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,13657,,,,0
1966,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,74700,,,,0
1966,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,117.4,,,,1
1966,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,8770,,,,0
1966,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,1.72,,,,2
1966,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,15084,,,,0
1966,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,52100,,,,0
1966,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,192,,,,1
1966,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,10003,,,,0
1966,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,1.56,,,,2
1966,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,15605,,,,0
1966,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,24500,,,,0
1966,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,125,,,,1
1966,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,3062,,,,0
1966,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,1.6,,,,2
1966,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,4899,,,,0
1966,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,8500,,,,0
1966,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,72.8,,,,1
