source:,"Table 32-10-0119-01  Production and disposition of eggs, annual",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Production and disposition,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1969,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,53258,,,,0
1969,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,2261,,,,0
1969,British Columbia,2016A000259,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61080,11.6,824,,,,0
1969,British Columbia,2016A000259,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61128,11.9,23416,,,,0
1969,British Columbia,2016A000259,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61129,11.1,21435,,,,0
1969,British Columbia,2016A000259,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61130,11.11,1649,,,,0
1969,British Columbia,2016A000259,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61131,11.12,332,,,,0
1970,Canada,2016A000011124,Average number of layers,Layers,201,thousands,3,v61001,1.1,28212,,,,0
1970,Canada,2016A000011124,Eggs per 100 layers,Eggs,132,units ,0,v61012,1.2,20872,,,,0
1970,Canada,2016A000011124,Production of eggs in shell,Dozens,129,thousands,3,v61023,1.3,490705,,,,0
1970,Canada,2016A000011124,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61083,1.9,183715,,,,0
1970,Newfoundland and Labrador,2016A000210,Average number of layers,Layers,201,thousands,3,v61003,2.1,515,,,,0
1970,Newfoundland and Labrador,2016A000210,Eggs per 100 layers,Eggs,132,units ,0,v61014,2.2,21359,,,,0
1970,Newfoundland and Labrador,2016A000210,Production of eggs in shell,Dozens,129,thousands,3,v61030,2.3,9147,,,,0
1970,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61031,2.4,9050,,,,0
1970,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61032,2.5,20,,,,0
1970,Newfoundland and Labrador,2016A000210,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61033,2.6,77,,,,0
1970,Newfoundland and Labrador,2016A000210,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61089,2.9,4335,,,,0
1970,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61090,2.1,4284,,,,0
1970,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61091,2.11,14,,,,0
1970,Newfoundland and Labrador,2016A000210,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61092,2.12,37,,,,0
1970,Prince Edward Island,2016A000211,Average number of layers,Layers,201,thousands,3,v61002,3.1,172,,,,0
1970,Prince Edward Island,2016A000211,Eggs per 100 layers,Eggs,132,units ,0,v61013,3.2,19810,,,,0
1970,Prince Edward Island,2016A000211,Production of eggs in shell,Dozens,129,thousands,3,v61024,3.3,2831,,,,0
1970,Prince Edward Island,2016A000211,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61025,3.4,2599,,,,0
1970,Prince Edward Island,2016A000211,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61026,3.5,75,,,,0
1970,Prince Edward Island,2016A000211,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61027,3.6,157,,,,0
1970,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,1139,,,,0
1970,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,1027,,,,0
1970,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,54,,,,0
1970,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,58,,,,0
1970,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,1239,,,,0
1970,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,21536,,,,0
1970,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,22226,,,,0
1970,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,21341,,,,0
1970,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,758,,,,0
1970,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,127,,,,0
1970,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,9104,,,,0
1970,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,8487,,,,0
1970,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,552,,,,0
1970,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,65,,,,0
1970,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,487,,,,0
1970,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,20743,,,,0
1970,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,8409,,,,0
1970,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,7764,,,,0
1970,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,442,,,,0
1970,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,203,,,,0
1970,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,3932,,,,0
1970,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,3509,,,,0
1970,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,322,,,,0
1970,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,101,,,,0
1970,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4539,,,,0
1970,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,20085,,,,0
1970,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,75945,,,,0
1970,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,66876,,,,0
1970,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,6809,,,,0
1970,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,2260,,,,0
1970,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,32853,,,,0
1970,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,26756,,,,0
1970,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,4972,,,,0
1970,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,1125,,,,0
1970,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,10601,,,,0
1970,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,21244,,,,0
1970,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,187471,,,,0
1970,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,173326,,,,0
1970,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,10386,,,,0
1970,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,3759,,,,0
1970,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,67101,,,,0
1970,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,58140,,,,0
1970,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,7582,,,,0
1970,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,1379,,,,0
1970,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,3309,,,,0
1970,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,21135,,,,0
1970,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,58239,,,,0
1970,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,54864,,,,0
1970,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,1645,,,,0
1970,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,1730,,,,0
1970,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,17535,,,,0
1970,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,15836,,,,0
1970,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,1200,,,,0
1970,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,499,,,,0
1970,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,1550,,,,0
1970,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,19631,,,,0
1970,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,25328,,,,0
1970,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,19643,,,,0
1970,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,1030,,,,0
1970,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,4655,,,,0
1970,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,8801,,,,0
1970,Saskatchewan,2016A000247,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61119,9.1,6479,,,,0
1970,Saskatchewan,2016A000247,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61120,9.11,753,,,,0
1970,Saskatchewan,2016A000247,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61121,9.12,1569,,,,0
1970,Alberta,2016A000248,Average number of layers,Layers,201,thousands,3,v61010,10.1,2677,,,,0
1970,Alberta,2016A000248,Eggs per 100 layers,Eggs,132,units ,0,v61021,10.2,19575,,,,0
1970,Alberta,2016A000248,Production of eggs in shell,Dozens,129,thousands,3,v61071,10.3,43547,,,,0
1970,Alberta,2016A000248,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61072,10.4,37178,,,,0
1970,Alberta,2016A000248,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61073,10.5,2254,,,,0
1970,Alberta,2016A000248,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61074,10.6,4115,,,,0
1970,Alberta,2016A000248,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61123,10.9,16150,,,,0
1970,Alberta,2016A000248,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61124,10.1,13123,,,,0
1970,Alberta,2016A000248,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61125,10.11,1645,,,,0
1970,Alberta,2016A000248,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61126,10.12,1382,,,,0
1970,British Columbia,2016A000259,Average number of layers,Layers,201,thousands,3,v61011,11.1,3123,,,,0
1970,British Columbia,2016A000259,Eggs per 100 layers,Eggs,132,units ,0,v61022,11.2,22121,,,,0
1970,British Columbia,2016A000259,Production of eggs in shell,Dozens,129,thousands,3,v61077,11.3,57562,,,,0
1970,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,54223,,,,0
1970,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,2531,,,,0
1970,British Columbia,2016A000259,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61080,11.6,808,,,,0
1970,British Columbia,2016A000259,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61128,11.9,22765,,,,0
1970,British Columbia,2016A000259,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61129,11.1,20519,,,,0
1970,British Columbia,2016A000259,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61130,11.11,1848,,,,0
1970,British Columbia,2016A000259,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61131,11.12,398,,,,0
1971,Canada,2016A000011124,Average number of layers,Layers,201,thousands,3,v61001,1.1,28108,,,,0
1971,Canada,2016A000011124,Eggs per 100 layers,Eggs,132,units ,0,v61012,1.2,20905,,,,0
1971,Canada,2016A000011124,Production of eggs in shell,Dozens,129,thousands,3,v61023,1.3,489663,,,,0
1971,Canada,2016A000011124,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61083,1.9,161422,,,,0
1971,Newfoundland and Labrador,2016A000210,Average number of layers,Layers,201,thousands,3,v61003,2.1,494,,,,0
1971,Newfoundland and Labrador,2016A000210,Eggs per 100 layers,Eggs,132,units ,0,v61014,2.2,21252,,,,0
1971,Newfoundland and Labrador,2016A000210,Production of eggs in shell,Dozens,129,thousands,3,v61030,2.3,8736,,,,0
1971,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61031,2.4,8640,,,,0
1971,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61032,2.5,68,,,,0
1971,Newfoundland and Labrador,2016A000210,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61033,2.6,28,,,,0
1971,Newfoundland and Labrador,2016A000210,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61089,2.9,4264,,,,0
1971,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61090,2.1,4200,,,,0
1971,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61091,2.11,51,,,,0
1971,Newfoundland and Labrador,2016A000210,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61092,2.12,13,,,,0
1971,Prince Edward Island,2016A000211,Average number of layers,Layers,201,thousands,3,v61002,3.1,151,,,,0
1971,Prince Edward Island,2016A000211,Eggs per 100 layers,Eggs,132,units ,0,v61013,3.2,19896,,,,0
1971,Prince Edward Island,2016A000211,Production of eggs in shell,Dozens,129,thousands,3,v61024,3.3,2490,,,,0
1971,Prince Edward Island,2016A000211,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61025,3.4,2315,,,,0
1971,Prince Edward Island,2016A000211,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61026,3.5,51,,,,0
1971,Prince Edward Island,2016A000211,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61027,3.6,124,,,,0
1971,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,940,,,,0
1971,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,855,,,,0
1971,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,38,,,,0
1971,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,47,,,,0
1971,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,1160,,,,0
1971,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,21199,,,,0
1971,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,20471,,,,0
1971,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,19566,,,,0
1971,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,773,,,,0
1971,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,132,,,,0
1971,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,6839,,,,0
1971,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,6202,,,,0
1971,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,578,,,,0
1971,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,59,,,,0
1971,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,537,,,,0
1971,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,21467,,,,0
1971,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,9590,,,,0
1971,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,8891,,,,0
1971,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,499,,,,0
1971,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,200,,,,0
1971,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,4136,,,,0
1971,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,3661,,,,0
1971,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,377,,,,0
1971,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,98,,,,0
1971,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4299,,,,0
1971,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,20532,,,,0
1971,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,73547,,,,0
1971,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,64719,,,,0
1971,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,6907,,,,0
1971,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,1921,,,,0
1971,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,28165,,,,0
1971,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,22100,,,,0
1971,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,5181,,,,0
1971,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,884,,,,0
1971,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,10951,,,,0
1971,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,21124,,,,0
1971,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,192618,,,,0
1971,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,179437,,,,0
1971,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,10079,,,,0
1971,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,3102,,,,0
1971,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,57121,,,,0
1971,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,48575,,,,0
1971,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,7561,,,,0
1971,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,985,,,,0
1971,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,3164,,,,0
1971,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,21067,,,,0
1971,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,55540,,,,0
1971,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,52412,,,,0
1971,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,1483,,,,0
1971,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,1645,,,,0
1971,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,13293,,,,0
1971,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,11794,,,,0
1971,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,1114,,,,0
1971,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,385,,,,0
1971,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,1593,,,,0
1971,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,19729,,,,0
1971,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,26187,,,,0
1971,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,20892,,,,0
1971,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,916,,,,0
1971,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,4379,,,,0
1971,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,8621,,,,0
1971,Saskatchewan,2016A000247,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61119,9.1,6511,,,,0
1971,Saskatchewan,2016A000247,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61120,9.11,690,,,,0
1971,Saskatchewan,2016A000247,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61121,9.12,1420,,,,0
1971,Alberta,2016A000248,Average number of layers,Layers,201,thousands,3,v61010,10.1,2617,,,,0
1971,Alberta,2016A000248,Eggs per 100 layers,Eggs,132,units ,0,v61021,10.2,19323,,,,0
1971,Alberta,2016A000248,Production of eggs in shell,Dozens,129,thousands,3,v61071,10.3,42143,,,,0
1971,Alberta,2016A000248,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61072,10.4,36022,,,,0
1971,Alberta,2016A000248,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61073,10.5,2318,,,,0
1971,Alberta,2016A000248,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61074,10.6,3803,,,,0
1971,Alberta,2016A000248,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61123,10.9,15188,,,,0
1971,Alberta,2016A000248,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61124,10.1,12170,,,,0
1971,Alberta,2016A000248,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61125,10.11,1740,,,,0
1971,Alberta,2016A000248,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61126,10.12,1278,,,,0
1971,British Columbia,2016A000259,Average number of layers,Layers,201,thousands,3,v61011,11.1,3142,,,,0
1971,British Columbia,2016A000259,Eggs per 100 layers,Eggs,132,units ,0,v61022,11.2,22287,,,,0
1971,British Columbia,2016A000259,Production of eggs in shell,Dozens,129,thousands,3,v61077,11.3,58341,,,,0
1971,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,55108,,,,0
1971,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,2594,,,,0
1971,British Columbia,2016A000259,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61080,11.6,639,,,,0
1971,British Columbia,2016A000259,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61128,11.9,22855,,,,0
1971,British Columbia,2016A000259,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61129,11.1,20595,,,,0
1971,British Columbia,2016A000259,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61130,11.11,1948,,,,0
1971,British Columbia,2016A000259,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61131,11.12,312,,,,0
1972,Canada,2016A000011124,Average number of layers,Layers,201,thousands,3,v61001,1.1,26416,,,,0
1972,Canada,2016A000011124,Eggs per 100 layers,Eggs,132,units ,0,v61012,1.2,21345,,,,0
1972,Canada,2016A000011124,Production of eggs in shell,Dozens,129,thousands,3,v61023,1.3,469876,,,,0
1972,Canada,2016A000011124,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61083,1.9,174411,,,,0
1972,Newfoundland and Labrador,2016A000210,Average number of layers,Layers,201,thousands,3,v61003,2.1,465,,,,0
1972,Newfoundland and Labrador,2016A000210,Eggs per 100 layers,Eggs,132,units ,0,v61014,2.2,21888,,,,0
1972,Newfoundland and Labrador,2016A000210,Production of eggs in shell,Dozens,129,thousands,3,v61030,2.3,8481,,,,0
1972,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61031,2.4,8339,,,,0
1972,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61032,2.5,116,,,,0
1972,Newfoundland and Labrador,2016A000210,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61033,2.6,26,,,,0
1972,Newfoundland and Labrador,2016A000210,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61089,2.9,4208,,,,0
